id,name,lat,lng
9044020,Gibraltar,42.091694,-83.186694
9044030,Wyandotte,42.202306,-83.1475
9044036,Fort Wayne,42.2983,-83.0933
9044049,Windmill Point,42.357498,-82.93
9052000,Cape Vincent,44.13028,-76.332
9052030,Oswego,43.46417,-76.51183
9052058,Rochester,43.26903,-77.62575
9052076,Olcott,43.33839,-78.7273
9063007,Ashland Ave,43.1,-79.059917
9063009,American Falls,43.08106,-79.061361
9063012,Niagara Intake,43.076917,-79.013889
9063020,Buffalo,42.877444,-78.890472
9063028,Sturgeon Point,42.691306,-79.0473
9063038,"Erie, Lake Erie",42.1539,-80.07583
9063053,Fairport,41.75975,-81.28106
9063063,Cleveland,41.54086,-81.635472
9063079,Marblehead,41.54364,-82.73139
9063085,Toledo,41.69356,-83.47228
9063090,Fermi Power Plant,41.96,-83.257
9075002,Lakeport,43.141694,-82.493306
9075014,Harbor Beach,43.84639,-82.643059
9075035,Essexville,43.6404,-83.8468
9075065,Alpena,45.063,-83.4286
9075080,Mackinaw City,45.8,-84.721107
9075099,De Tour Village,45.9925,-83.8982
9076024,Rock Cut,46.264806,-84.191194
9076027,West Neebish Island,46.283306,-84.205
9076033,Little Rapids,46.485832,-84.301666
9076060,U.S. Slip,46.500805,-84.340363
9076070,"S.W. Pier, St. Marys River",46.501111,-84.372611
9087023,Ludington,43.947361,-86.441611
9087031,Holland,42.773333,-86.212778
9087044,Calumet Harbor,41.729721,-87.53833
9087057,Milwaukee,43.002,-87.8876
9087068,"Kewaunee, Lake Michigan",44.463972,-87.501028
9087072,Sturgeon Bay Canal,44.795583,-87.314333
9087077,Green Bay East,44.539028,-88.00106
9087088,Menominee,45.095889,-87.589944
9087096,Port Inland,45.969889,-85.8715
9099004,Point Iroquois,46.4845,-84.630889
9099018,Marquette C.G.,46.545555,-87.378609
9099044,Ontonagon,46.874443,-89.324165
9099064,Duluth,46.77575,-92.092028
9099090,"Grand Marais, Lake Superior",47.7486,-90.34128
9410170,"San Diego, San Diego Bay",32.714194,-117.173583
9410230,La Jolla,32.866889,-117.257139
9410660,Los Angeles,33.719944,-118.272861
9410840,Santa Monica,34.0083,-118.5
9411340,Santa Barbara,34.403111,-119.692806
9411406,Oil Platform Harvest,34.469167,-120.681944
9412110,Port San Luis,35.168806,-120.754194
9413450,Monterey,36.605,-121.888054
9414290,San Francisco,37.806306,-122.465889
9414523,Redwood City,37.506699,-122.209999
9414750,Alameda,37.7717,-122.3
9414863,Richmond,37.923,-122.409583
9415020,Point Reyes,37.994167,-122.973611
9415102,Martinez-Amorco Pier,38.034639,-122.125194
9415144,Port Chicago,38.056,-122.0395
9416841,Arena Cove,38.914556,-123.711083
9418767,North Spit,40.7663,-124.2172
9419750,Crescent City,41.74561,-124.18439
9431647,Port Orford,42.738972,-124.49828
9432780,Charleston,43.345,-124.322
9435380,South Beach,44.6254,-124.04494
9437540,Garibaldi,45.55453,-123.91894
9439040,Astoria,46.207306,-123.768306
9439099,Wauna,46.161667,-123.40889
9439201,St Helens,45.8633,-122.7962
9440083,Vancouver,45.631694,-122.697
9440422,Longview,46.106139,-122.954194
9440569,Skamokawa,46.270306,-123.4565
9440581,Cape Disappointment,46.281028,-124.04628
9440910,Toke Point,46.7075,-123.966944
9441102,Westport,46.90431,-124.105083
9442396,"La Push, Quillayute River",47.913,-124.63694
9443090,Neah Bay,48.370278,-124.601944
9444090,Port Angeles,48.125,-123.440002
9444900,Port Townsend,48.1129,-122.7595
9446484,Tacoma,47.27,-122.413
9447130,Seattle,47.601944,-122.339167
9449424,Cherry Point,48.8633,-122.758
9449880,Friday Harbor,48.545306,-123.012889
9450460,Ketchikan,55.331944,-131.626111
9451054,Port Alexander,56.24661,-134.64772
9451600,Sitka,57.051694,-135.342
9452210,Juneau,58.2988,-134.4106
9452400,"Skagway, Taiya Inlet",59.4508,-135.328
9452634,Elfin Cove,58.19472,-136.34694
9453220,"Yakutat, Yakutat Bay",59.548333,-139.733056
9454050,Cordova,60.5583,-145.755
9454240,Valdez,61.124194,-146.3631
9455090,Seward,60.12,-149.426667
9455500,Seldovia,59.440498,-151.719894
9455760,Nikiski,60.683333,-151.398056
9455920,Anchorage,61.2375,-149.8904
9457292,Kodiak Island,57.730278,-152.513889
9457804,Alitak,56.8974,-154.248
9459450,Sand Point,55.33172,-160.5043
9459881,King Cove,55.059889,-162.326111
9461380,Adak Island,51.863306,-176.632
9461710,Atka,52.23194,-174.1725
9462450,Nikolski,52.94061,-168.871306
9462620,Unalaska,53.879194,-166.540306
9463502,Port Moller,55.985833,-160.573611
9464212,"Village Cove, St Paul Island",57.125278,-170.285278
9468333,Unalakleet,63.871361,-160.7843
9468756,"Nome, Norton Sound",64.494611,-165.439639
9491094,Red Dog Dock,67.575806,-164.064389
9497645,Prudhoe Bay,70.411389,-148.531667
9751364,"Christiansted Harbor, St Croix",17.747694,-64.69839
9751381,"Lameshur Bay, St John",18.31825,-64.724222
9751401,Lime Tree Bay,17.6947,-64.753799
9751639,Charlotte Amalie,18.347222,-64.925833
9752235,Culebra,18.300861,-65.302472
9752619,"Isabel Segunda, Vieques Island",18.1525,-65.443889
9752695,"Esperanza, Vieques Island",18.093889,-65.471389
9755371,"San Juan, La Puntilla, San Juan Bay",18.459167,-66.116389
9757809,Arecibo,18.480528,-66.702361
9759110,Magueyes Island,17.9701,-67.046402
9759394,Mayaguez,18.219,-67.1625
